loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_asset_value,asset_to_loan_ratio,risk_category,is_low_income
3760,2, Not Graduate, No,8400000,24500000,6,588,11000000,1300000,22900000,10400000, Approved,45600000,1.8612244897959183,Low,0
3761,1, Not Graduate, No,1600000,5600000,6,846,600000,2800000,4600000,1200000, Approved,9200000,1.6428571428571428,High,0
3762,5, Graduate, No,4100000,11000000,14,379,6200000,1700000,8500000,5400000, Rejected,21800000,1.981818181818182,Low,0
3763,1, Not Graduate, No,300000,700000,10,745,0,0,900000,100000, Approved,1000000,1.4285714285714286,Medium,0
3764,3, Graduate, No,9600000,34500000,20,523,26100000,2600000,24300000,5300000, Rejected,58300000,1.6898550724637682,Low,0
3765,4, Graduate, Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000, Approved,57100000,2.248031496062992,Medium,0
3766,1, Graduate, No,4600000,16700000,16,407,13000000,6000000,9800000,2800000, Rejected,31600000,1.8922155688622755,Low,0
3767,3, Not Graduate, Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000, Approved,31300000,2.6982758620689653,High,0
3768,3, Graduate, Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000, Rejected,19400000,2.3373493975903616,Low,0
3769,3, Not Graduate, No,3700000,13400000,18,373,2800000,100000,13200000,2500000, Rejected,18600000,1.3880597014925373,Low,0
3770,4, Not Graduate, Yes,800000,2400000,2,461,1300000,1300000,2300000,300000, Approved,5200000,2.1666666666666665,Low,0
3771,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000, Approved,41500000,1.4768683274021353,Medium,0
3772,2, Graduate, Yes,2700000,9500000,10,434,2700000,1500000,8100000,1800000, Rejected,14100000,1.4842105263157894,Low,0
3773,2, Not Graduate, Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000, Rejected,34400000,1.6074766355140186,Low,0
3774,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000, Approved,55100000,1.8805460750853242,Low,0
3775,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000, Approved,17200000,2.263157894736842,Low,0
3776,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000, Approved,2300000,1.6428571428571428,Medium,0
3777,1, Graduate, No,7800000,23900000,4,313,2600000,15300000,23000000,10900000, Approved,51800000,2.1673640167364017,Low,0
3778,0, Not Graduate, No,5800000,19600000,14,673,8900000,10700000,18000000,7200000, Approved,44800000,2.2857142857142856,Medium,0
3779,0, Not Graduate, Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000, Rejected,13700000,2.283333333333333,Low,0
3780,5, Not Graduate, No,5400000,21100000,12,661,15800000,10400000,20100000,5400000, Approved,51700000,2.4502369668246446,Medium,0
3781,3, Graduate, Yes,600000,1700000,4,576,400000,100000,2100000,500000, Approved,3100000,1.8235294117647058,Low,0
3782,1, Graduate, No,600000,1200000,14,443,700000,1000000,2200000,800000, Rejected,4700000,3.9166666666666665,Low,0
3783,5, Graduate, Yes,9500000,21700000,16,307,27500000,2700000,28500000,9700000, Rejected,68400000,3.152073732718894,Low,0
3784,4, Graduate, Yes,1900000,4800000,12,656,1500000,1600000,5400000,1700000, Approved,10200000,2.125,Medium,0
3785,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000, Approved,82500000,3.891509433962264,High,0
3786,3, Graduate, No,7800000,16600000,20,896,12400000,10800000,30500000,5500000, Approved,59200000,3.566265060240964,High,0
3787,5, Not Graduate, No,4900000,14100000,2,802,3300000,7500000,16100000,2700000, Approved,29600000,2.099290780141844,High,0
3788,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000, Approved,43400000,1.9118942731277533,Medium,0
3789,4, Not Graduate, Yes,3900000,8900000,10,665,9300000,4000000,9200000,5300000, Approved,27800000,3.1235955056179776,Medium,0
3790,2, Graduate, No,9000000,35700000,12,339,15200000,8400000,19500000,9000000, Rejected,52100000,1.4593837535014005,Low,0
3791,1, Not Graduate, No,9600000,32400000,20,447,15400000,18400000,19800000,4700000, Rejected,58300000,1.7993827160493827,Low,0
3792,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000, Approved,6100000,2.5416666666666665,Medium,0
3793,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000, Rejected,15200000,2.111111111111111,Low,0
3794,2, Not Graduate, No,8300000,20800000,6,667,19300000,4100000,25400000,6800000, Approved,55600000,2.673076923076923,Medium,0
3795,4, Not Graduate, Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000, Approved,31300000,1.710382513661202,Medium,0
3796,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000, Approved,26200000,2.879120879120879,Medium,0
3797,2, Not Graduate, No,8000000,17800000,20,549,2400000,9700000,27400000,10800000, Rejected,50300000,2.8258426966292136,Low,0
3798,4, Graduate, Yes,9800000,29700000,4,373,11100000,5500000,37800000,10000000, Approved,64400000,2.1683501683501682,Low,0
3799,0, Graduate, Yes,2900000,7200000,16,332,3600000,5700000,7600000,3600000, Rejected,20500000,2.8472222222222223,Low,0
3800,4, Graduate, No,7900000,31500000,20,534,12400000,8500000,21600000,6400000, Rejected,48900000,1.5523809523809524,Low,0
3801,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000, Rejected,29600000,1.6536312849162011,Low,0
3802,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000, Approved,6500000,1.7567567567567568,High,0
3803,5, Graduate, No,9000000,21300000,14,602,3400000,7700000,35400000,11000000, Approved,57500000,2.699530516431925,Medium,0
3804,0, Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000, Approved,61500000,1.703601108033241,Medium,0
3805,5, Graduate, Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000, Rejected,55200000,2.369098712446352,Low,0
3806,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000, Rejected,51800000,2.5771144278606966,Low,0
3807,0, Not Graduate, No,1300000,3400000,10,464,1200000,200000,3500000,1400000, Rejected,6300000,1.8529411764705883,Low,0
3808,0, Graduate, Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000, Approved,9400000,2.764705882352941,High,0
3809,5, Graduate, No,9200000,34800000,12,802,22000000,11000000,19800000,12500000, Approved,65300000,1.8764367816091954,High,0
3810,2, Graduate, No,7000000,23900000,18,628,13400000,6600000,25200000,7200000, Approved,52400000,2.192468619246862,Medium,0
3811,4, Graduate, No,5100000,18800000,10,694,6400000,5300000,13500000,4100000, Approved,29300000,1.5585106382978724,Medium,0
3812,1, Not Graduate, Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000, Approved,16500000,1.7741935483870968,Medium,0
3813,1, Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000, Approved,23800000,2.18348623853211,Medium,0
3814,5, Graduate, No,3600000,12800000,4,320,2500000,2900000,12600000,2900000, Approved,20900000,1.6328125,Low,0
3815,1, Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000, Approved,34900000,2.982905982905983,High,0
3816,0, Not Graduate, Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000, Approved,48100000,1.503125,Low,0
3817,4, Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000, Approved,8800000,2.2,Medium,0
3818,4, Not Graduate, No,7400000,18300000,10,601,16400000,12600000,28800000,6100000, Approved,63900000,3.4918032786885247,Medium,0
3819,2, Graduate, No,6000000,17400000,16,806,1800000,2100000,20200000,3500000, Approved,27600000,1.5862068965517242,High,0
3820,0, Graduate, Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000, Approved,18100000,1.8854166666666667,Medium,0
3821,4, Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000, Approved,20000000,1.550387596899225,Medium,0
3822,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000, Rejected,4400000,2.933333333333333,Low,0
3823,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000, Approved,8500000,1.2878787878787878,High,0
3824,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000, Approved,30400000,2.533333333333333,Low,0
3825,1, Graduate, No,1000000,2100000,6,715,2200000,1000000,2200000,1100000, Approved,6500000,3.0952380952380953,Medium,0
3826,2, Not Graduate, Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000, Approved,12500000,3.5714285714285716,High,0
3827,1, Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000, Rejected,21700000,1.7642276422764227,Low,0
3828,1, Graduate, Yes,9600000,35900000,8,534,24500000,17700000,31900000,5400000, Rejected,79500000,2.214484679665738,Low,0
3829,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000, Rejected,9800000,1.2894736842105263,Low,0
3830,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000, Approved,11100000,3.1714285714285713,Medium,0
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000, Approved,27900000,2.1796875,Low,0
3832,3, Graduate, No,1400000,3500000,16,365,2600000,2200000,2900000,1600000, Rejected,9300000,2.657142857142857,Low,0
3833,0, Not Graduate, No,8000000,18000000,16,791,13900000,10300000,23400000,10600000, Approved,58200000,3.2333333333333334,High,0
3834,4, Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000, Rejected,27800000,1.5359116022099448,Low,0
3835,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000, Approved,33200000,3.2549019607843137,Medium,0
3836,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000, Approved,23800000,2.404040404040404,Medium,0
3837,5, Graduate, Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000, Rejected,33300000,2.6015625,Low,0
3838,2, Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000, Rejected,22900000,3.013157894736842,Low,0
3839,0, Graduate, Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000, Rejected,31300000,2.5655737704918034,Low,0
3840,2, Not Graduate, Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000, Approved,30600000,1.8214285714285714,Low,0
3841,4, Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000, Rejected,37600000,2.021505376344086,Low,0
3842,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000, Approved,10000000,1.5384615384615385,Low,0
3843,1, Not Graduate, No,5200000,10500000,20,317,3000000,8000000,19300000,5300000, Rejected,35600000,3.3904761904761904,Low,0
3844,4, Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000, Approved,40600000,1.4,Low,0
3845,1, Not Graduate, Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000, Approved,51900000,1.526470588235294,High,0
3846,4, Graduate, Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000, Approved,21100000,1.7881355932203389,Medium,0
3847,1, Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000, Approved,29400000,1.5154639175257731,High,0
3848,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000, Approved,4200000,2.0,High,0
3849,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000, Approved,51600000,2.0806451612903225,Low,0
3850,2, Not Graduate, No,5000000,14700000,12,837,2200000,7200000,11700000,4800000, Approved,25900000,1.7619047619047619,High,0
3851,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000, Approved,13400000,1.425531914893617,Medium,0
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000, Approved,16400000,3.1538461538461537,Medium,0
3853,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000, Approved,48500000,2.0292887029288704,Medium,0
3854,5, Graduate, No,8300000,31800000,16,858,24600000,11100000,26300000,8500000, Approved,70500000,2.2169811320754715,High,0
3855,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000, Approved,20600000,2.4235294117647057,Medium,0
3856,2, Graduate, Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000, Approved,49100000,1.91796875,Medium,0
3857,2, Graduate, Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000, Approved,10300000,2.239130434782609,Medium,0
3858,4, Graduate, Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000, Approved,20200000,3.672727272727273,High,0
3859,5, Graduate, Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000, Rejected,18900000,1.7339449541284404,Low,0
3860,5, Graduate, Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000, Rejected,44200000,1.83402489626556,Low,0
3861,4, Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000, Approved,60900000,2.4166666666666665,High,0
3862,1, Not Graduate, Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000, Approved,45800000,3.3676470588235294,High,0
3863,2, Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000, Rejected,67500000,2.027027027027027,Low,0
3864,3, Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000, Rejected,29700000,3.09375,Low,0
3865,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000, Approved,5600000,1.435897435897436,High,0
3866,0, Graduate, No,6400000,14000000,8,486,5100000,12700000,23900000,3700000, Rejected,45400000,3.242857142857143,Low,0
3867,0, Graduate, No,4300000,9900000,4,696,12400000,2100000,17000000,2100000, Approved,33600000,3.393939393939394,Medium,0
3868,5, Not Graduate, Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000, Approved,18300000,1.6486486486486487,Medium,0
3869,5, Not Graduate, No,9600000,27100000,8,594,25500000,4600000,26800000,13300000, Approved,70200000,2.5904059040590406,Low,0
3870,3, Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000, Rejected,5100000,2.04,Low,0
3871,5, Not Graduate, No,8100000,26300000,4,429,3600000,8500000,22200000,6900000, Approved,41200000,1.5665399239543727,Low,0
3872,0, Not Graduate, Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000, Rejected,48300000,1.932,Low,0
3873,0, Graduate, No,8800000,17500000,4,848,25400000,8200000,31600000,5100000, Approved,70300000,4.017142857142857,High,0
3874,1, Not Graduate, No,6400000,21500000,6,489,1600000,4600000,17600000,8900000, Rejected,32700000,1.5209302325581395,Low,0
3875,2, Graduate, No,2900000,6600000,10,326,8600000,2200000,7400000,3400000, Rejected,21600000,3.272727272727273,Low,0
3876,5, Graduate, No,1600000,6100000,8,663,3900000,800000,6400000,1200000, Approved,12300000,2.0163934426229506,Medium,0
3877,1, Not Graduate, No,1600000,5100000,18,729,2500000,2000000,6200000,900000, Approved,11600000,2.2745098039215685,Medium,0
3878,2, Graduate, Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000, Approved,15500000,1.4485981308411215,Low,0
3879,2, Not Graduate, Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000, Approved,30500000,1.8263473053892216,High,0
3880,3, Graduate, Yes,8100000,19900000,20,347,22800000,14400000,29800000,5500000, Rejected,72500000,3.64321608040201,Low,0
3881,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000, Approved,77300000,4.005181347150259,Medium,0
3882,0, Graduate, Yes,5500000,17100000,8,353,400000,200000,17100000,5200000, Rejected,22900000,1.3391812865497077,Low,0
3883,1, Graduate, Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000, Approved,75100000,2.1895043731778427,High,0
3884,4, Graduate, No,2300000,5400000,16,490,6200000,3700000,5500000,2100000, Rejected,17500000,3.240740740740741,Low,0
3885,1, Not Graduate, Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000, Rejected,43700000,2.4277777777777776,Low,0
3886,2, Not Graduate, Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000, Approved,30100000,1.8132530120481927,Medium,0
3887,1, Graduate, Yes,500000,1800000,8,877,100000,200000,1100000,600000, Approved,2000000,1.1111111111111112,High,0
3888,0, Graduate, No,4200000,11000000,20,817,6700000,2400000,11700000,6100000, Approved,26900000,2.4454545454545453,High,0
3889,1, Not Graduate, No,9100000,23300000,18,792,800000,12600000,32100000,12400000, Approved,57900000,2.484978540772532,High,0
3890,4, Graduate, Yes,3200000,12800000,18,664,6300000,3400000,7600000,2100000, Approved,19400000,1.515625,Medium,0
3891,4, Graduate, Yes,6200000,21300000,16,882,11800000,3500000,12900000,4100000, Approved,32300000,1.516431924882629,High,0
3892,3, Not Graduate, Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000, Approved,15500000,2.012987012987013,High,0
3893,0, Graduate, No,9100000,27100000,12,787,24300000,2900000,34800000,9500000, Approved,71500000,2.6383763837638377,High,0
3894,3, Graduate, Yes,500000,900000,12,538,0,700000,1500000,300000, Rejected,2500000,2.7777777777777777,Low,0
3895,4, Not Graduate, No,6900000,18000000,8,347,16400000,9300000,18300000,8700000, Rejected,52700000,2.9277777777777776,Low,0
3896,0, Graduate, Yes,1800000,5200000,16,317,4900000,1500000,4000000,1300000, Rejected,11700000,2.25,Low,0
3897,0, Graduate, Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000, Approved,28000000,1.9310344827586208,Medium,0
3898,1, Not Graduate, No,3900000,12300000,10,683,1000000,700000,11700000,2400000, Approved,15800000,1.2845528455284554,Medium,0
3899,2, Not Graduate, Yes,8000000,28100000,18,765,24000000,10500000,17700000,8200000, Approved,60400000,2.1494661921708187,High,0
3900,5, Graduate, No,900000,3200000,10,803,1600000,1700000,2300000,800000, Approved,6400000,2.0,High,0
3901,0, Graduate, Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000, Rejected,34300000,1.1548821548821548,Low,0
3902,5, Graduate, No,2300000,4900000,4,529,6200000,3900000,9200000,2000000, Rejected,21300000,4.346938775510204,Low,0
3903,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000, Approved,42000000,2.1649484536082473,High,0
3904,3, Not Graduate, No,8800000,30700000,12,707,15000000,100000,32800000,8000000, Approved,55900000,1.8208469055374592,Medium,0
3905,1, Graduate, No,2600000,7200000,8,349,5900000,1400000,9400000,3000000, Rejected,19700000,2.736111111111111,Low,0
3906,1, Graduate, No,3700000,8700000,20,885,6200000,3500000,10900000,2600000, Approved,23200000,2.6666666666666665,High,0
3907,2, Graduate, Yes,6200000,23800000,4,489,2900000,7500000,21300000,3300000, Approved,35000000,1.4705882352941178,Low,0
3908,3, Graduate, Yes,1000000,2600000,6,341,2900000,1700000,3600000,1100000, Rejected,9300000,3.576923076923077,Low,0
3909,1, Not Graduate, No,6000000,20000000,12,637,10800000,4300000,20000000,8600000, Approved,43700000,2.185,Medium,0
3910,1, Not Graduate, Yes,9100000,31400000,4,304,14100000,16700000,30200000,9600000, Approved,70600000,2.248407643312102,Low,0
3911,1, Graduate, No,1700000,6700000,16,537,4300000,2900000,3500000,1100000, Rejected,11800000,1.7611940298507462,Low,0
3912,5, Not Graduate, Yes,1700000,4600000,12,503,900000,2200000,4800000,1200000, Rejected,9100000,1.9782608695652173,Low,0
3913,1, Graduate, No,7100000,14300000,12,720,4600000,500000,27300000,8400000, Approved,40800000,2.8531468531468533,Medium,0
3914,5, Graduate, No,9400000,36800000,10,509,20700000,7400000,22400000,6300000, Rejected,56800000,1.5434782608695652,Low,0
3915,5, Not Graduate, No,6200000,16400000,6,360,900000,7200000,22400000,6300000, Rejected,36800000,2.2439024390243905,Low,0
3916,1, Graduate, No,8300000,31800000,16,818,23400000,7400000,32200000,8500000, Approved,71500000,2.248427672955975,High,0
3917,1, Graduate, Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000, Approved,46300000,2.1839622641509435,Medium,0
3918,1, Graduate, Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000, Rejected,27900000,1.885135135135135,Low,0
3919,3, Graduate, Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000, Approved,41900000,1.5692883895131087,High,0
3920,2, Not Graduate, No,4900000,13500000,8,328,10500000,8100000,18300000,3400000, Rejected,40300000,2.9851851851851854,Low,0
3921,4, Graduate, No,9100000,26600000,2,812,23300000,11900000,33100000,10400000, Approved,78700000,2.9586466165413534,High,0
3922,3, Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000, Rejected,63900000,1.9305135951661632,Low,0
3923,4, Graduate, Yes,1300000,3900000,16,566,700000,200000,3400000,1600000, Approved,5900000,1.5128205128205128,Low,0
3924,1, Not Graduate, No,6700000,25000000,20,598,5300000,12900000,13600000,7000000, Approved,38800000,1.552,Low,0
3925,5, Not Graduate, No,3200000,9300000,6,656,7000000,3200000,12700000,4200000, Approved,27100000,2.913978494623656,Medium,0
3926,0, Not Graduate, No,7500000,28700000,2,895,2000000,4100000,21500000,7200000, Approved,34800000,1.2125435540069687,High,0
3927,3, Graduate, No,4900000,12800000,14,653,7300000,1000000,13000000,7200000, Approved,28500000,2.2265625,Medium,0
3928,1, Not Graduate, Yes,700000,1800000,16,641,2100000,400000,1600000,900000, Approved,5000000,2.7777777777777777,Medium,0
3929,2, Graduate, No,6400000,16500000,8,544,12100000,6300000,15200000,5400000, Rejected,39000000,2.3636363636363638,Low,0
3930,0, Not Graduate, Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000, Approved,25100000,1.7801418439716312,High,0
3931,4, Graduate, No,9700000,26900000,10,460,11400000,3900000,31400000,9300000, Rejected,56000000,2.0817843866171004,Low,0
3932,5, Graduate, Yes,3600000,12500000,12,795,10600000,2700000,11100000,4800000, Approved,29200000,2.336,High,0
3933,2, Graduate, Yes,3400000,10300000,4,745,4900000,4000000,10000000,3900000, Approved,22800000,2.2135922330097086,Medium,0
3934,0, Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000, Approved,53000000,2.63681592039801,Medium,0
3935,1, Not Graduate, No,5100000,14200000,6,451,6100000,7600000,11400000,5600000, Rejected,30700000,2.1619718309859155,Low,0
3936,4, Graduate, Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000, Rejected,31800000,2.694915254237288,Low,0
3937,5, Graduate, No,1200000,2400000,14,495,1800000,1800000,4100000,1300000, Rejected,9000000,3.75,Low,0
3938,2, Not Graduate, No,9700000,30200000,14,769,23700000,13600000,26400000,7500000, Approved,71200000,2.357615894039735,High,0
3939,5, Not Graduate, Yes,4700000,11800000,4,639,3600000,700000,9400000,5500000, Approved,19200000,1.6271186440677967,Medium,0
3940,5, Graduate, No,4200000,12500000,18,723,1200000,300000,12900000,6100000, Approved,20500000,1.64,Medium,0
3941,4, Graduate, No,9300000,26100000,16,623,11700000,10500000,21100000,10700000, Approved,54000000,2.0689655172413794,Medium,0
3942,3, Not Graduate, Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000, Rejected,35800000,1.7211538461538463,Low,0
3943,0, Graduate, No,7600000,30100000,2,743,20700000,8700000,27600000,9600000, Approved,66600000,2.212624584717608,Medium,0
3944,2, Graduate, No,6200000,16900000,12,754,2300000,4200000,15300000,7900000, Approved,29700000,1.757396449704142,High,0
3945,0, Graduate, No,8900000,21600000,10,552,2300000,9900000,20700000,11900000, Approved,44800000,2.074074074074074,Low,0
3946,4, Not Graduate, Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000, Approved,76900000,2.816849816849817,Low,0
3947,1, Graduate, Yes,3500000,10800000,14,632,6900000,1500000,10900000,4200000, Approved,23500000,2.175925925925926,Medium,0
3948,2, Graduate, No,5300000,16700000,18,339,4600000,3300000,12000000,4100000, Rejected,24000000,1.437125748502994,Low,0
3949,2, Not Graduate, No,1400000,3100000,4,881,3700000,400000,5000000,1100000, Approved,10200000,3.2903225806451615,High,0
3950,1, Not Graduate, Yes,9100000,23600000,20,535,2800000,17600000,26400000,4500000, Rejected,51300000,2.1737288135593222,Low,0
3951,4, Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000, Approved,23400000,1.3604651162790697,Low,0
3952,5, Not Graduate, No,2800000,8200000,14,615,7400000,3300000,6700000,2700000, Approved,20100000,2.451219512195122,Medium,0
3953,3, Not Graduate, No,1300000,3300000,8,795,1400000,800000,4600000,1600000, Approved,8400000,2.5454545454545454,High,0
3954,4, Graduate, No,8400000,28700000,14,878,23400000,8300000,23900000,8600000, Approved,64200000,2.2369337979094075,High,0
3955,5, Graduate, Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000, Approved,35200000,2.5142857142857142,Medium,0
3956,2, Graduate, No,6000000,13900000,4,533,3000000,9600000,14600000,4100000, Rejected,31300000,2.2517985611510793,Low,0
3957,2, Not Graduate, Yes,2100000,6800000,12,795,6100000,1900000,7200000,2400000, Approved,17600000,2.588235294117647,High,0
3958,0, Not Graduate, No,4300000,11000000,4,374,7100000,7300000,9300000,4700000, Rejected,28400000,2.581818181818182,Low,0
3959,4, Not Graduate, Yes,7300000,22900000,12,848,6300000,2900000,28500000,4100000, Approved,41800000,1.8253275109170306,High,0
3960,2, Graduate, No,5200000,16200000,12,890,10500000,9600000,15800000,3900000, Approved,39800000,2.45679012345679,High,0
3961,3, Graduate, No,4700000,9800000,14,444,8200000,300000,15700000,3800000, Rejected,28000000,2.857142857142857,Low,0
3962,4, Graduate, No,7800000,28500000,4,803,15500000,11300000,21100000,9800000, Approved,57700000,2.024561403508772,High,0
3963,3, Graduate, Yes,500000,1900000,18,618,-100000,600000,1000000,400000, Approved,1900000,1.0,Medium,0
3964,1, Not Graduate, Yes,6000000,20300000,14,845,5000000,7800000,23700000,8700000, Approved,45200000,2.226600985221675,High,0
3965,4, Graduate, No,4800000,10800000,12,833,3000000,4000000,16400000,7100000, Approved,30500000,2.824074074074074,High,0
3966,3, Graduate, Yes,8900000,19300000,12,767,12000000,2200000,24700000,7700000, Approved,46600000,2.4145077720207255,High,0
3967,1, Graduate, Yes,1800000,4000000,16,747,700000,200000,4600000,900000, Approved,6400000,1.6,Medium,0
3968,2, Graduate, No,3000000,7000000,4,588,5300000,3400000,11900000,3400000, Approved,24000000,3.4285714285714284,Low,0
3969,4, Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000, Approved,52000000,2.122448979591837,Low,0
3970,1, Not Graduate, No,8300000,20400000,14,348,5600000,12500000,29100000,4700000, Rejected,51900000,2.5441176470588234,Low,0
3971,4, Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000, Approved,39700000,4.223404255319149,Medium,0
3972,4, Graduate, Yes,8000000,31200000,6,482,19800000,11500000,22200000,5700000, Rejected,59200000,1.8974358974358974,Low,0
3973,2, Graduate, Yes,9400000,30000000,16,565,1200000,3900000,28200000,9000000, Approved,42300000,1.41,Low,0
3974,1, Graduate, No,800000,2400000,16,872,2400000,1200000,1900000,900000, Approved,6400000,2.6666666666666665,High,0
3975,0, Graduate, Yes,500000,1300000,4,825,600000,0,1800000,200000, Approved,2600000,2.0,High,0
3976,2, Graduate, Yes,6100000,22300000,8,694,16200000,10900000,22900000,7200000, Approved,57200000,2.5650224215246635,Medium,0
3977,3, Graduate, Yes,8500000,30800000,20,448,23000000,1400000,22900000,7900000, Rejected,55200000,1.7922077922077921,Low,0
3978,5, Graduate, Yes,7600000,18000000,12,452,7900000,4300000,23800000,4700000, Rejected,40700000,2.261111111111111,Low,0
3979,3, Not Graduate, No,8700000,17900000,12,897,16400000,3500000,31600000,12500000, Approved,64000000,3.5754189944134076,High,0
