loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,loan_term_years,cibil_score,risk_category,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets_value,debt_to_income_ratio,asset_to_loan_ratio,has_dependents,is_low_income,loan_status,loan_status_code
3411,0," Graduate"," No",5200000,13400000,2,0.1667,505,Low,12000000,7900000,20400000,6200000,46500000,2.57692,3.47015,0,0," Rejected",0
3412,3," Graduate"," Yes",6700000,16400000,2,0.1667,508,Low,4400000,10900000,25300000,9200000,49800000,2.44776,3.03659,1,0," Rejected",0
3413,1," Not Graduate"," Yes",4700000,15000000,20,1.6667,835,High,2100000,2500000,10100000,3800000,18500000,3.19149,1.23333,1,0," Approved",1
3414,0," Not Graduate"," No",6000000,22000000,12,1.0000,826,High,1400000,2000000,14100000,7000000,24500000,3.66667,1.11364,0,0," Approved",1
3415,5," Not Graduate"," Yes",6500000,18900000,12,1.0000,427,Low,5100000,1900000,18200000,7800000,33000000,2.90769,1.74603,1,0," Rejected",0
3416,3," Graduate"," No",500000,2000000,12,1.0000,890,High,800000,700000,1800000,400000,3700000,4.00000,1.85000,1,0," Approved",1
3417,4," Not Graduate"," No",5700000,13300000,2,0.1667,333,Low,9400000,3000000,11800000,8200000,32400000,2.33333,2.43609,1,0," Rejected",0
3418,4," Not Graduate"," Yes",6800000,20000000,12,1.0000,679,Medium,20200000,10900000,26900000,6600000,64600000,2.94118,3.23000,1,0," Approved",1
3419,5," Not Graduate"," No",3100000,12300000,18,1.5000,805,High,4900000,1900000,6100000,2800000,15700000,3.96774,1.27642,1,0," Approved",1
3420,3," Not Graduate"," No",5100000,11000000,16,1.3333,826,High,11800000,2900000,12900000,2700000,30300000,2.15686,2.75455,1,0," Approved",1
3421,1," Not Graduate"," Yes",6300000,23900000,10,0.8333,844,High,16300000,4900000,16800000,4500000,42500000,3.79365,1.77824,1,0," Approved",1
3422,5," Graduate"," Yes",4400000,14100000,10,0.8333,663,Medium,5300000,4900000,17500000,2600000,30300000,3.20455,2.14894,1,0," Approved",1
3423,1," Not Graduate"," No",8100000,21900000,6,0.5000,884,High,15100000,5400000,27500000,6600000,54600000,2.70370,2.49315,1,0," Approved",1
3424,1," Not Graduate"," No",1100000,3700000,2,0.1667,508,Low,200000,0,2200000,1300000,3700000,3.36364,1.00000,1,0," Approved",1
3425,0," Graduate"," Yes",2400000,6900000,4,0.3333,581,Low,5100000,4500000,6000000,3400000,19000000,2.87500,2.75362,0,0," Approved",1
3426,3," Graduate"," Yes",7000000,26300000,12,1.0000,481,Low,14300000,12800000,15100000,9900000,52100000,3.75714,1.98099,1,0," Rejected",0
3427,1," Graduate"," Yes",8700000,30000000,12,1.0000,543,Low,21900000,12700000,30600000,12700000,77900000,3.44828,2.59667,1,0," Rejected",0
3428,0," Not Graduate"," Yes",3500000,12600000,10,0.8333,448,Low,1200000,2500000,10400000,3600000,17700000,3.60000,1.40476,0,0," Rejected",0
3429,1," Graduate"," Yes",1600000,5300000,4,0.3333,713,Medium,1400000,1400000,4900000,1300000,9000000,3.31250,1.69811,1,0," Approved",1
3430,5," Not Graduate"," Yes",7800000,17300000,16,1.3333,493,Low,800000,4500000,16300000,9300000,30900000,2.21795,1.78613,1,0," Rejected",0
3431,2," Not Graduate"," No",3700000,9200000,10,0.8333,819,High,8500000,2000000,10200000,3100000,23800000,2.48649,2.58696,1,0," Approved",1
3432,4," Graduate"," No",400000,1400000,18,1.5000,827,High,-100000,0,900000,600000,1400000,3.50000,1.00000,1,0," Approved",1
3433,0," Not Graduate"," No",4800000,15700000,10,0.8333,398,Low,4900000,7400000,17100000,6400000,35800000,3.27083,2.28025,0,0," Rejected",0
3434,0," Graduate"," Yes",2900000,7500000,18,1.5000,692,Medium,3200000,300000,7500000,4000000,15000000,2.58621,2.00000,0,0," Approved",1
3435,5," Graduate"," Yes",5000000,14600000,18,1.5000,509,Low,11800000,2500000,19800000,4900000,39000000,2.92000,2.67123,1,0," Rejected",0
3436,0," Graduate"," Yes",7600000,18100000,16,1.3333,439,Low,12800000,5900000,29800000,10600000,59100000,2.38158,3.26519,0,0," Rejected",0
3437,1," Graduate"," No",3000000,9400000,4,0.3333,622,Medium,600000,3500000,9600000,2000000,15700000,3.13333,1.67021,1,0," Approved",1
3438,3," Not Graduate"," Yes",200000,700000,18,1.5000,526,Low,400000,100000,500000,0,1000000,3.50000,1.42857,1,1," Rejected",0
3439,5," Not Graduate"," Yes",6800000,19000000,8,0.6667,865,High,9500000,7200000,25000000,6300000,48000000,2.79412,2.52632,1,0," Approved",1
3440,5," Not Graduate"," Yes",9700000,27400000,2,0.1667,328,Low,0,18400000,22000000,7900000,48300000,2.82474,1.76277,1,0," Rejected",0
3441,0," Graduate"," Yes",1200000,4200000,4,0.3333,768,High,2800000,2200000,2800000,1500000,9300000,3.50000,2.21429,0,0," Approved",1
3442,5," Not Graduate"," Yes",7400000,24000000,16,1.3333,854,High,4300000,6700000,20600000,8700000,40300000,3.24324,1.67917,1,0," Approved",1
3443,4," Graduate"," No",6900000,20800000,4,0.3333,839,High,2600000,2400000,16100000,7400000,28500000,3.01449,1.37019,1,0," Approved",1
3444,0," Not Graduate"," Yes",9100000,23300000,18,1.5000,414,Low,17700000,2500000,33800000,6400000,60400000,2.56044,2.59227,0,0," Rejected",0
3445,0," Graduate"," Yes",1300000,4700000,16,1.3333,530,Low,3200000,1000000,3800000,800000,8800000,3.61538,1.87234,0,0," Rejected",0
3446,3," Graduate"," No",6600000,14600000,10,0.8333,841,High,15300000,12100000,14800000,6000000,48200000,2.21212,3.30137,1,0," Approved",1
3447,3," Not Graduate"," Yes",1800000,5700000,14,1.1667,670,Medium,5300000,3100000,3500000,2700000,14600000,3.16667,2.56140,1,0," Approved",1
3448,5," Not Graduate"," Yes",8200000,20900000,14,1.1667,726,Medium,11400000,4800000,26000000,8400000,50600000,2.54878,2.42105,1,0," Approved",1
3449,4," Not Graduate"," No",2800000,8300000,14,1.1667,352,Low,4900000,2600000,7100000,3700000,18300000,2.96429,2.20482,1,0," Rejected",0
3450,1," Graduate"," Yes",7000000,16000000,4,0.3333,554,Low,13000000,8600000,26600000,7900000,56100000,2.28571,3.50625,1,0," Approved",1
3451,4," Graduate"," No",700000,1800000,18,1.5000,728,Medium,400000,1300000,2200000,600000,4500000,2.57143,2.50000,1,0," Approved",1
3452,0," Not Graduate"," No",7400000,25500000,6,0.5000,463,Low,2300000,5600000,26800000,8400000,43100000,3.44595,1.69020,0,0," Rejected",0
3453,5," Not Graduate"," Yes",2300000,5000000,10,0.8333,431,Low,300000,3700000,8700000,2900000,15600000,2.17391,3.12000,1,0," Rejected",0
3454,1," Graduate"," Yes",600000,1900000,8,0.6667,445,Low,1200000,100000,1600000,300000,3200000,3.16667,1.68421,1,0," Rejected",0
3455,5," Graduate"," No",1000000,3000000,4,0.3333,896,High,2800000,1100000,2000000,1100000,7000000,3.00000,2.33333,1,0," Approved",1
3456,1," Not Graduate"," Yes",2200000,5200000,8,0.6667,420,Low,2900000,100000,5000000,2300000,10300000,2.36364,1.98077,1,0," Rejected",0
3457,1," Not Graduate"," No",8000000,30900000,2,0.1667,315,Low,23500000,1200000,19500000,7300000,51500000,3.86250,1.66667,1,0," Approved",1
3458,4," Not Graduate"," No",8600000,20900000,10,0.8333,867,High,24300000,7200000,23700000,9900000,65100000,2.43023,3.11483,1,0," Approved",1
3459,3," Not Graduate"," Yes",7500000,26000000,2,0.1667,342,Low,13900000,1900000,26900000,11200000,53900000,3.46667,2.07308,1,0," Approved",1
3460,5," Not Graduate"," Yes",5200000,11800000,18,1.5000,711,Medium,14300000,5100000,15500000,4500000,39400000,2.26923,3.33898,1,0," Approved",1
3461,2," Not Graduate"," No",7900000,20900000,2,0.1667,723,Medium,1700000,1800000,16300000,7100000,26900000,2.64557,1.28708,1,0," Approved",1
3462,1," Graduate"," Yes",4200000,11300000,4,0.3333,704,Medium,4700000,2800000,14900000,4000000,26400000,2.69048,2.33628,1,0," Approved",1
3463,0," Graduate"," No",6500000,20200000,16,1.3333,842,High,8300000,12200000,14300000,9600000,44400000,3.10769,2.19802,0,0," Approved",1
3464,0," Graduate"," Yes",7400000,15200000,12,1.0000,600,Medium,6200000,8500000,18800000,4100000,37600000,2.05405,2.47368,0,0," Approved",1
3465,3," Not Graduate"," No",9100000,25600000,12,1.0000,688,Medium,8900000,16300000,27900000,11100000,64200000,2.81319,2.50781,1,0," Approved",1
3466,0," Not Graduate"," No",800000,2300000,16,1.3333,739,Medium,1800000,600000,2000000,400000,4800000,2.87500,2.08696,0,0," Approved",1
3467,1," Graduate"," Yes",800000,2800000,10,0.8333,798,High,1300000,1300000,2500000,400000,5500000,3.50000,1.96429,1,0," Approved",1
3468,5," Graduate"," Yes",4100000,9900000,4,0.3333,319,Low,7600000,7400000,12000000,5500000,32500000,2.41463,3.28283,1,0," Rejected",0
3469,5," Graduate"," Yes",4200000,8700000,6,0.5000,583,Low,6000000,800000,8500000,2500000,17800000,2.07143,2.04598,1,0," Approved",1
3470,3," Graduate"," Yes",4800000,11500000,12,1.0000,535,Low,3600000,8000000,15600000,5400000,32600000,2.39583,2.83478,1,0," Rejected",0
3471,3," Not Graduate"," Yes",8300000,25900000,8,0.6667,696,Medium,14400000,12200000,23500000,7100000,57200000,3.12048,2.20849,1,0," Approved",1
3472,4," Not Graduate"," No",7600000,23900000,8,0.6667,672,Medium,2500000,1600000,20200000,6700000,31000000,3.14474,1.29707,1,0," Approved",1
3473,4," Graduate"," No",5100000,12300000,20,1.6667,410,Low,9200000,9200000,18700000,5600000,42700000,2.41176,3.47154,1,0," Rejected",0
3474,5," Graduate"," No",3600000,11600000,14,1.1667,546,Low,8500000,300000,12000000,4800000,25600000,3.22222,2.20690,1,0," Rejected",0
3475,3," Not Graduate"," Yes",5400000,16800000,16,1.3333,550,Low,10700000,6400000,13400000,7000000,37500000,3.11111,2.23214,1,0," Approved",1
3476,5," Not Graduate"," No",700000,1400000,4,0.3333,344,Low,1500000,800000,2600000,300000,5200000,2.00000,3.71429,1,0," Rejected",0
3477,2," Not Graduate"," Yes",9800000,38200000,10,0.8333,743,Medium,5400000,14800000,24300000,5300000,49800000,3.89796,1.30366,1,0," Approved",1
3478,4," Graduate"," No",9700000,36400000,4,0.3333,772,High,13800000,11300000,38100000,13500000,76700000,3.75258,2.10714,1,0," Approved",1
3479,0," Graduate"," Yes",9400000,29900000,12,1.0000,302,Low,12300000,1500000,35700000,8200000,57700000,3.18085,1.92977,0,0," Rejected",0
3480,3," Graduate"," Yes",3200000,9100000,18,1.5000,376,Low,4500000,800000,9000000,1700000,16000000,2.84375,1.75824,1,0," Rejected",0
3481,0," Graduate"," Yes",3700000,11600000,10,0.8333,747,Medium,0,4500000,9000000,3500000,17000000,3.13514,1.46552,0,0," Approved",1
3482,2," Graduate"," Yes",4200000,15800000,6,0.5000,710,Medium,12300000,3700000,12600000,4600000,33200000,3.76190,2.10127,1,0," Approved",1
3483,2," Not Graduate"," No",7000000,24200000,6,0.5000,892,High,20600000,500000,21400000,9200000,51700000,3.45714,2.13636,1,0," Approved",1
3484,3," Not Graduate"," No",3200000,11500000,16,1.3333,492,Low,4800000,2300000,10400000,3200000,20700000,3.59375,1.80000,1,0," Rejected",0
3485,5," Graduate"," No",7900000,17700000,2,0.1667,559,Low,19700000,2800000,28900000,5400000,56800000,2.24051,3.20904,1,0," Approved",1
3486,3," Not Graduate"," No",2200000,8300000,18,1.5000,314,Low,1100000,900000,5800000,2000000,9800000,3.77273,1.18072,1,0," Rejected",0
3487,0," Graduate"," Yes",2700000,8400000,6,0.5000,744,Medium,1200000,4100000,7500000,2000000,14800000,3.11111,1.76190,0,0," Approved",1
3488,5," Not Graduate"," No",6800000,18000000,12,1.0000,690,Medium,17800000,11800000,25000000,9300000,63900000,2.64706,3.55000,1,0," Approved",1
3489,3," Graduate"," Yes",6300000,23300000,4,0.3333,347,Low,18300000,12200000,21100000,8100000,59700000,3.69841,2.56223,1,0," Approved",1
3490,5," Graduate"," Yes",9000000,31400000,2,0.1667,677,Medium,12000000,10800000,20700000,8700000,52200000,3.48889,1.66242,1,0," Approved",1
3491,1," Graduate"," No",4700000,15700000,4,0.3333,468,Low,13300000,5100000,16200000,3600000,38200000,3.34043,2.43312,1,0," Approved",1
3492,2," Not Graduate"," No",8100000,17500000,4,0.3333,674,Medium,10800000,12700000,23200000,9300000,56000000,2.16049,3.20000,1,0," Approved",1
3493,2," Not Graduate"," No",9000000,27300000,14,1.1667,353,Low,22600000,4400000,26900000,7200000,61100000,3.03333,2.23810,1,0," Rejected",0
3494,4," Not Graduate"," No",3800000,14100000,8,0.6667,727,Medium,3900000,4900000,8200000,5400000,22400000,3.71053,1.58865,1,0," Approved",1
3495,4," Not Graduate"," Yes",8800000,22200000,10,0.8333,512,Low,6800000,4000000,31900000,9900000,52600000,2.52273,2.36937,1,0," Rejected",0
3496,3," Not Graduate"," Yes",8700000,27200000,18,1.5000,454,Low,9100000,9300000,30900000,12000000,61300000,3.12644,2.25368,1,0," Rejected",0
3497,5," Not Graduate"," No",5000000,12400000,14,1.1667,315,Low,7400000,8600000,17000000,4000000,37000000,2.48000,2.98387,1,0," Rejected",0
3498,0," Not Graduate"," Yes",6000000,22700000,10,0.8333,480,Low,200000,11900000,13700000,8700000,34500000,3.78333,1.51982,0,0," Rejected",0
3499,2," Graduate"," Yes",9100000,24200000,16,1.3333,685,Medium,25600000,1900000,31100000,9100000,67700000,2.65934,2.79752,1,0," Approved",1
3500,1," Graduate"," No",7400000,17900000,6,0.5000,460,Low,2600000,1300000,25900000,5000000,34800000,2.41892,1.94413,1,0," Rejected",0
3501,1," Not Graduate"," Yes",8300000,28400000,16,1.3333,704,Medium,1400000,11700000,16900000,11400000,41400000,3.42169,1.45775,1,0," Approved",1
3502,1," Graduate"," Yes",7600000,23900000,12,1.0000,692,Medium,500000,12200000,27000000,5000000,44700000,3.14474,1.87029,1,0," Approved",1
3503,1," Not Graduate"," Yes",3500000,9600000,4,0.3333,398,Low,1700000,6000000,7900000,4600000,20200000,2.74286,2.10417,1,0," Rejected",0
3504,5," Graduate"," Yes",1000000,3500000,18,1.5000,882,High,900000,500000,2900000,600000,4900000,3.50000,1.40000,1,0," Approved",1
3505,5," Graduate"," Yes",9900000,25900000,4,0.3333,860,High,7800000,200000,38000000,5400000,51400000,2.61616,1.98456,1,0," Approved",1
3506,2," Graduate"," Yes",5700000,15100000,18,1.5000,330,Low,5900000,3800000,16600000,6200000,32500000,2.64912,2.15232,1,0," Rejected",0
3507,5," Graduate"," No",700000,2400000,16,1.3333,447,Low,1300000,700000,2600000,800000,5400000,3.42857,2.25000,1,0," Rejected",0
3508,0," Not Graduate"," Yes",9600000,23800000,12,1.0000,788,High,9900000,14400000,21200000,10400000,55900000,2.47917,2.34874,0,0," Approved",1
3509,1," Not Graduate"," No",9300000,28900000,6,0.5000,526,Low,11100000,1600000,19700000,11000000,43400000,3.10753,1.50173,1,0," Rejected",0
3510,0," Graduate"," No",9500000,28400000,18,1.5000,577,Low,6200000,10300000,30200000,14100000,60800000,2.98947,2.14085,0,0," Approved",1
3511,4," Graduate"," Yes",8700000,23400000,16,1.3333,372,Low,10600000,11700000,20000000,8000000,50300000,2.68966,2.14957,1,0," Rejected",0
3512,5," Graduate"," Yes",7300000,21000000,14,1.1667,759,High,15500000,8000000,20300000,10800000,54600000,2.87671,2.60000,1,0," Approved",1
3513,3," Graduate"," Yes",4100000,12700000,10,0.8333,465,Low,6400000,1900000,14100000,3200000,25600000,3.09756,2.01575,1,0," Rejected",0
3514,2," Graduate"," No",2900000,10200000,4,0.3333,789,High,1200000,4100000,6100000,3600000,15000000,3.51724,1.47059,1,0," Approved",1
3515,3," Graduate"," Yes",7500000,17900000,2,0.1667,680,Medium,7000000,11800000,25000000,6300000,50100000,2.38667,2.79888,1,0," Approved",1
3516,1," Graduate"," No",7900000,25700000,20,1.6667,681,Medium,14900000,3000000,18100000,8800000,44800000,3.25316,1.74319,1,0," Approved",1
3517,1," Graduate"," Yes",6900000,22300000,16,1.3333,673,Medium,17400000,100000,21300000,9000000,47800000,3.23188,2.14350,1,0," Approved",1
3518,0," Not Graduate"," No",6900000,22900000,10,0.8333,313,Low,5600000,9300000,26200000,8000000,49100000,3.31884,2.14410,0,0," Rejected",0
3519,0," Not Graduate"," No",4800000,18800000,16,1.3333,551,Low,7900000,9400000,17300000,5500000,40100000,3.91667,2.13298,0,0," Approved",1
3520,5," Graduate"," Yes",7700000,24400000,8,0.6667,453,Low,1400000,7700000,22000000,10000000,41100000,3.16883,1.68443,1,0," Rejected",0
3521,3," Not Graduate"," No",6900000,22700000,4,0.3333,650,Medium,900000,13400000,15500000,6400000,36200000,3.28986,1.59471,1,0," Approved",1
3522,1," Not Graduate"," No",1200000,4500000,4,0.3333,439,Low,3200000,1800000,2900000,1200000,9100000,3.75000,2.02222,1,0," Approved",1
3523,1," Graduate"," No",2900000,9600000,4,0.3333,658,Medium,8200000,4300000,7000000,2700000,22200000,3.31034,2.31250,1,0," Approved",1
3524,4," Graduate"," Yes",5500000,18900000,6,0.5000,379,Low,13900000,9100000,18500000,3100000,44600000,3.43636,2.35979,1,0," Rejected",0
3525,4," Graduate"," Yes",3200000,10700000,4,0.3333,450,Low,7300000,3000000,8200000,1800000,20300000,3.34375,1.89720,1,0," Approved",1
3526,5," Not Graduate"," No",2600000,8200000,4,0.3333,849,High,7400000,2000000,8900000,2700000,21000000,3.15385,2.56098,1,0," Approved",1
3527,0," Graduate"," No",500000,1600000,18,1.5000,865,High,1400000,400000,1000000,200000,3000000,3.20000,1.87500,0,0," Approved",1
3528,0," Graduate"," No",1800000,6900000,10,0.8333,853,High,900000,400000,3700000,1700000,6700000,3.83333,0.97101,0,0," Rejected",0
3529,0," Not Graduate"," No",1300000,4900000,12,1.0000,555,Low,2400000,1200000,4100000,1700000,9400000,3.76923,1.91837,0,0," Approved",1
3530,1," Not Graduate"," No",9900000,20700000,20,1.6667,821,High,12700000,8200000,38100000,11100000,70100000,2.09091,3.38647,1,0," Approved",1
3531,0," Not Graduate"," No",2000000,4700000,2,0.1667,820,High,4700000,500000,7900000,1200000,14300000,2.35000,3.04255,0,0," Approved",1
3532,1," Not Graduate"," No",5100000,15300000,4,0.3333,721,Medium,7000000,6100000,15300000,5900000,34300000,3.00000,2.24183,1,0," Approved",1
3533,4," Graduate"," Yes",8200000,24000000,20,1.6667,831,High,23000000,3000000,24800000,5400000,56200000,2.92683,2.34167,1,0," Approved",1
3534,5," Not Graduate"," No",4200000,12600000,18,1.5000,571,Low,8900000,3200000,11700000,6200000,30000000,3.00000,2.38095,1,0," Approved",1
3535,2," Not Graduate"," Yes",1300000,4900000,8,0.6667,582,Low,2100000,1800000,3400000,1700000,9000000,3.76923,1.83673,1,0," Approved",1
3536,1," Not Graduate"," Yes",4600000,13600000,18,1.5000,487,Low,11200000,8500000,15500000,5400000,40600000,2.95652,2.98529,1,0," Rejected",0
3537,1," Not Graduate"," No",6600000,19700000,12,1.0000,758,High,16000000,4400000,18800000,9500000,48700000,2.98485,2.47208,1,0," Approved",1
3538,2," Graduate"," Yes",8300000,30100000,16,1.3333,636,Medium,5200000,5100000,33100000,7200000,50600000,3.62651,1.68106,1,0," Approved",1
3539,0," Graduate"," No",6900000,20700000,16,1.3333,857,High,17100000,13700000,14600000,8800000,54200000,3.00000,2.61836,0,0," Approved",1
3540,4," Graduate"," Yes",4700000,12500000,8,0.6667,678,Medium,13700000,200000,9800000,7000000,30700000,2.65957,2.45600,1,0," Approved",1
3541,1," Graduate"," No",7900000,15800000,8,0.6667,551,Low,800000,3500000,18700000,8300000,31300000,2.00000,1.98101,1,0," Approved",1
3542,3," Not Graduate"," No",8800000,24900000,16,1.3333,668,Medium,16700000,17200000,30000000,10500000,74400000,2.82955,2.98795,1,0," Approved",1
3543,1," Graduate"," No",6500000,23400000,2,0.1667,672,Medium,5000000,10400000,16700000,7600000,39700000,3.60000,1.69658,1,0," Approved",1
3544,3," Not Graduate"," No",3500000,13700000,4,0.3333,439,Low,5200000,2800000,13000000,4400000,25400000,3.91429,1.85401,1,0," Approved",1
3545,2," Not Graduate"," Yes",8200000,19600000,16,1.3333,636,Medium,11500000,2300000,28800000,10700000,53300000,2.39024,2.71939,1,0," Approved",1
3546,0," Not Graduate"," Yes",2000000,6000000,14,1.1667,393,Low,1500000,1400000,5900000,2900000,11700000,3.00000,1.95000,0,0," Rejected",0
3547,5," Not Graduate"," No",2700000,8200000,2,0.1667,848,High,7000000,1000000,6200000,1500000,15700000,3.03704,1.91463,1,0," Approved",1
3548,0," Graduate"," Yes",5300000,17600000,4,0.3333,790,High,2000000,10200000,19700000,7700000,39600000,3.32075,2.25000,0,0," Approved",1
3549,2," Not Graduate"," No",9900000,19900000,6,0.5000,312,Low,21400000,2200000,31400000,11000000,66000000,2.01010,3.31658,1,0," Rejected",0
3550,2," Not Graduate"," Yes",5000000,19500000,14,1.1667,775,High,3100000,4700000,9900000,6500000,24200000,3.90000,1.24103,1,0," Approved",1
3551,2," Not Graduate"," No",9100000,18600000,20,1.6667,403,Low,18400000,11700000,20300000,9200000,59600000,2.04396,3.20430,1,0," Rejected",0
3552,3," Not Graduate"," Yes",7600000,26400000,14,1.1667,867,High,9200000,700000,27900000,7400000,45200000,3.47368,1.71212,1,0," Approved",1
3553,0," Graduate"," No",5200000,17800000,18,1.5000,558,Low,8300000,5400000,13000000,3100000,29800000,3.42308,1.67416,0,0," Approved",1
3554,5," Graduate"," No",1800000,6000000,4,0.3333,548,Low,1400000,2400000,6500000,2600000,12900000,3.33333,2.15000,1,0," Approved",1
3555,0," Not Graduate"," No",7300000,28200000,16,1.3333,486,Low,15300000,8800000,16400000,7700000,48200000,3.86301,1.70922,0,0," Rejected",0
3556,4," Graduate"," No",3200000,11600000,6,0.5000,635,Medium,3300000,4600000,6500000,3900000,18300000,3.62500,1.57759,1,0," Approved",1
3557,5," Graduate"," No",5200000,20700000,2,0.1667,538,Low,3200000,2000000,14600000,3600000,23400000,3.98077,1.13043,1,0," Approved",1
3558,4," Not Graduate"," No",7100000,28200000,14,1.1667,496,Low,6300000,10900000,27700000,4600000,49500000,3.97183,1.75532,1,0," Rejected",0
3559,4," Graduate"," Yes",1400000,4800000,6,0.5000,411,Low,1400000,300000,4400000,1600000,7700000,3.42857,1.60417,1,0," Rejected",0
3560,4," Not Graduate"," No",2700000,10700000,6,0.5000,857,High,7400000,4200000,8200000,2800000,22600000,3.96296,2.11215,1,0," Approved",1
3561,5," Graduate"," Yes",6500000,18100000,10,0.8333,360,Low,15700000,10600000,20200000,6100000,52600000,2.78462,2.90608,1,0," Rejected",0
3562,4," Graduate"," No",9300000,35900000,18,1.5000,461,Low,9800000,12700000,26200000,11400000,60100000,3.86022,1.67409,1,0," Rejected",0
3563,0," Graduate"," Yes",6700000,14900000,16,1.3333,638,Medium,3300000,6900000,22300000,8100000,40600000,2.22388,2.72483,0,0," Approved",1
3564,5," Graduate"," No",6800000,19300000,6,0.5000,865,High,12100000,100000,22900000,9000000,44100000,2.83824,2.28497,1,0," Approved",1
3565,5," Not Graduate"," No",5600000,13600000,4,0.3333,449,Low,5900000,5700000,18800000,4300000,34700000,2.42857,2.55147,1,0," Rejected",0
3566,1," Not Graduate"," Yes",1900000,4700000,2,0.1667,870,High,4700000,2300000,3900000,2300000,13200000,2.47368,2.80851,1,0," Approved",1
3567,5," Not Graduate"," No",8400000,19500000,6,0.5000,815,High,5300000,2500000,24000000,7200000,39000000,2.32143,2.00000,1,0," Approved",1
3568,2," Not Graduate"," Yes",2500000,7200000,16,1.3333,454,Low,4200000,1000000,7100000,2100000,14400000,2.88000,2.00000,1,0," Rejected",0
3569,1," Not Graduate"," Yes",2900000,9900000,18,1.5000,783,High,1300000,100000,11000000,2600000,15000000,3.41379,1.51515,1,0," Approved",1
3570,3," Graduate"," Yes",3200000,7400000,2,0.1667,543,Low,3600000,4500000,11200000,4600000,23900000,2.31250,3.22973,1,0," Rejected",0
3571,4," Not Graduate"," Yes",3000000,10900000,2,0.1667,786,High,7600000,3300000,8000000,3200000,22100000,3.63333,2.02752,1,0," Approved",1
3572,3," Graduate"," Yes",800000,2500000,20,1.6667,395,Low,1500000,300000,1600000,500000,3900000,3.12500,1.56000,1,0," Rejected",0
3573,2," Not Graduate"," Yes",400000,1300000,2,0.1667,885,High,200000,300000,1100000,500000,2100000,3.25000,1.61538,1,0," Approved",1
3574,2," Not Graduate"," No",4400000,10600000,20,1.6667,488,Low,10800000,2400000,13200000,4600000,31000000,2.40909,2.92453,1,0," Rejected",0
3575,2," Not Graduate"," Yes",8700000,19900000,10,0.8333,829,High,7500000,10500000,20200000,8400000,46600000,2.28736,2.34171,1,0," Approved",1
3576,4," Not Graduate"," No",7400000,15400000,6,0.5000,677,Medium,22000000,13500000,28900000,7400000,71800000,2.08108,4.66234,1,0," Approved",1
3577,4," Not Graduate"," Yes",5700000,14400000,12,1.0000,645,Medium,14500000,8600000,12900000,4700000,40700000,2.52632,2.82639,1,0," Approved",1
3578,5," Not Graduate"," Yes",9700000,27600000,10,0.8333,788,High,9400000,3100000,31800000,10600000,54900000,2.84536,1.98913,1,0," Approved",1
3579,2," Not Graduate"," No",7000000,22400000,6,0.5000,649,Medium,12200000,9900000,17800000,8900000,48800000,3.20000,2.17857,1,0," Approved",1
3580,2," Not Graduate"," No",8900000,23100000,4,0.3333,519,Low,22800000,500000,25200000,4700000,53200000,2.59551,2.30303,1,0," Rejected",0
3581,3," Graduate"," Yes",3100000,11200000,14,1.1667,772,High,3400000,5800000,8300000,2100000,19600000,3.61290,1.75000,1,0," Approved",1
3582,4," Graduate"," No",2200000,6100000,12,1.0000,330,Low,5500000,2900000,5000000,2200000,15600000,2.77273,2.55738,1,0," Rejected",0
3583,5," Not Graduate"," Yes",7100000,21500000,4,0.3333,557,Low,8900000,8000000,26400000,4000000,47300000,3.02817,2.20000,1,0," Approved",1
3584,4," Graduate"," Yes",8200000,19000000,6,0.5000,334,Low,24500000,6800000,28600000,10200000,70100000,2.31707,3.68947,1,0," Rejected",0
3585,3," Graduate"," Yes",9800000,28400000,12,1.0000,487,Low,8900000,15400000,30800000,11100000,66200000,2.89796,2.33099,1,0," Rejected",0
3586,2," Graduate"," Yes",3900000,9700000,8,0.6667,539,Low,4400000,7600000,7900000,5100000,25000000,2.48718,2.57732,1,0," Rejected",0
3587,2," Graduate"," Yes",2200000,8100000,8,0.6667,710,Medium,500000,2900000,7300000,1000000,11700000,3.68182,1.44444,1,0," Approved",1
3588,5," Not Graduate"," Yes",600000,1700000,20,1.6667,879,High,1100000,100000,2300000,700000,4200000,2.83333,2.47059,1,0," Approved",1
3589,4," Not Graduate"," Yes",6900000,22000000,10,0.8333,512,Low,6100000,9100000,20600000,3900000,39700000,3.18841,1.80455,1,0," Rejected",0
3590,2," Graduate"," Yes",7400000,27300000,18,1.5000,561,Low,12600000,400000,27100000,9600000,49700000,3.68919,1.82051,1,0," Approved",1
3591,3," Not Graduate"," Yes",4000000,11600000,6,0.5000,539,Low,5900000,2600000,12100000,4700000,25300000,2.90000,2.18103,1,0," Rejected",0
3592,3," Not Graduate"," Yes",700000,2000000,18,1.5000,544,Low,800000,1300000,1500000,400000,4000000,2.85714,2.00000,1,0," Rejected",0
3593,2," Not Graduate"," Yes",1900000,4600000,16,1.3333,631,Medium,3200000,2700000,4500000,2700000,13100000,2.42105,2.84783,1,0," Approved",1
3594,2," Graduate"," No",2200000,6800000,20,1.6667,546,Low,4600000,200000,4500000,2200000,11500000,3.09091,1.69118,1,0," Rejected",0
